sku number,sku name,product line code,product line name,cmr product line,sub platform
SH3B24910.01,"1' X 1"" ID Braided Silicone w/ 1.5"" TC (TBD-0490-CC04-L490), KBI Biopharma",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114166-I,1 X 1/2 REDUCING TPE SET,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B19646.11.01,"1 X 1000L Bottom Drain w/AQL & 4X Sample Bags, CX5-14, Cytiva",2MN,3D MANIFOLD,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B19646.01.01,"1 x 1000L Bottom Drain w/AQL & 4X Sample Bags, CX5-14, Cytiva",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
B111520-I,1 X 100L DRUM BAG WITH OPTAS,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B5184.01,"1 X 10L, 1 X 1L, 1 X 100ML Bag, KM Bio",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B111522-I,"1 X 200L DRUM BAG WITH OPTAS,OBSOLE",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
B103880-I,1 X 5L & 3 X 1L MANIFOLD,2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
DX00045-I,1 X DHX BAG,37P,HC DHX,HardwareConsumables,BEA
SH31442.01,"1"" AQL - Braided - 3/4"" AQG, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114726-N,"1"" ATF-SUB CONNECTOR, AQX HT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31405.01,"1"" Braided Silicone w/1 1/2"" TC, Standard",37K,FLEXIBLE FINANCIAL ADJUSTMENT,FlexibleOther,FLEXIBLE SOLUTIONS
SH31481.11,"1"" ID Braided / Y-Conn / AQL, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111814,"1"" ID BRAIDED SILICONE 1' AQL TO AQG STEPDOWN, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111814NI,"1"" ID Braided Silicone 1"" AQL to AQG Stepdown (Non-Irradiated), Patheon",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111816,"1"" ID Braided Silicone 10' Sampling Tee w/ 2X AQL & Plug, Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111810NI,"1"" Id Braided Silicone 10' w/ Aql , Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111810,"1"" ID BRAIDED SILICONE 10' W/ AQL, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111811,"1"" ID BRAIDED SILICONE 10' W/ TRI CLAMPS, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111811NI,"1"" ID Braided Silicone 10"" w/ Tri Clamps (Non-Irradiated), Patheon",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111808,"1"" ID Braided Silicone 5' w/ AQL, Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111807NI,"1"" Id Braided Silicone 5' w/ Tri Clamps , Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111807,"1"" ID Braided Silicone 5' w/ Tri Clamps, Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111812NI,"1"" ID Braided Silicone T Connect w/ AQL (Non-Irradiated), Patheon",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111812,"1"" ID BRAIDED SILICONE T CONNECT W/ AQL, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111815,"1"" ID C-FLEX 1' AQL TO AQG STEPDOWN, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT17106,"1"" ID C-Flex Tri-Clamp Conn. & Impeller, Novo Nordisk",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH30772.01,"1"" ID C-Flex Tri-Clamp Conn. and Impeller, Standard Catalog Product",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
B117534-I,"1"" ID OVERMOLDED Y W/1X FEMAL",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B14705.01,"1"" ID Silicone Tubing w/Aseptiquick, Novo Nordisk AS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT11171,"1"" ID Silicone w/ Tri-Clamp, Genentech Inc",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31203.11,"1"" ID TPE / Y-CONN / AQL, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114585-I,"1"" ID TUBING EXTENSION,5FT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B24549.01,"1"" ID, Braided, 6 FT, Regenxbio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108309-I,"1"" SILICONE 80D W/1.5"" TCS 10",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31199.12,"1"" TPE  W/ AQL, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31375.01,"1""AQL - TPE - 3/4"" AQG, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31375.01,"1""AQL - TPE - 3/4"" AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT112784,"1.1Mm Needles w/ 1.2Mm Dosing Tubing 5:1 Manf Assy (Non-Irr), Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19624,"1.2m AQG - AQG JUMPER - STERILE, PATHEON",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
1060-85,1.2X PETG RB W/ VENTED CLOSURE CASE OF 20,2KD,BC05 STANDARD ROLLER BOTTLES,ProductionCellCulture,RIGID SOLUTIONS
1060-05,"1.2X ROLLER BTL, PETG, 5/20 CASE OF 20",2KD,BC05 STANDARD ROLLER BOTTLES,ProductionCellCulture,RIGID SOLUTIONS
1060-20,"1.2X ROLLER BTL,PETG,20/20 CASE OF 20",2KD,BC05 STANDARD ROLLER BOTTLES,ProductionCellCulture,RIGID SOLUTIONS
B102469-I,1.3 LITER BAG ASSEMBY,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSH3B15935.01,"1.4M Aql To Aql 1-1/2"" TC Extender , Janssen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15935.01,"1.4M AQL TO AQL 1-1/2"" TC EXTENDER, JANSSEN",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10148,"1.4M TUBING WITH END PLUGS, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
OC0009-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
OC0014-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
CC0010-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
DC0001-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B100144-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B111218-I,1.5 LITER BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
CM0002-I,1.5 LITER BAG ASSEMBLY,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B113536-I,"1.5"" TC TO C-FLEX ADAPTER X",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15933.01,"1.5M TC To TC 1"" HP Extender, Janssen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSH3B15933.01,"1.5M TC To TC 1"" Hp Extender, Janssen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15931.01,"1.5M TC To TC Braided Extender 1"", Janssen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15936.01,"1.5M Tube Set w/AQL & Lynx Extender (MM #831957), Janssen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT16290,"1.5M TUBE SET W/LYNX, JANSSEN BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111653,"1.5m TUBING SET: 3/4"" ID ADVANTASIL W/ 1 1/2"" & 3/4"" TC, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT18165,"1.5Mm Filling Needles 5:1 Manifold Assembly (Non-Irradiated), Patheon",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT112821,"1.5Mm Filling Needles 5:1 Manifold Assembly (Non-Irradiated), Patheon Italia Spa Assembly (Non-Irradiated), Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT18300,"1.5MM NEEDLES W/ 1.2MM DOSING TUBING 5:1 MANF ASSY (NON-IRR), PATHEON ITALIA",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT112170,"1.5Mm Optima Filling  Assy, 2L, Aegis5-14 (Hit & Endo Test), Sanofi Pasteur Production",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT19688,"1.5Mm Recirculation Assy, Patheon Italia Spa",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT16817,"1.6Mm Bosch Assy, 5L, Aegis5-14, (Hit & Endotoxin Testing), Abbvie Ireland",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT19069,"1.6Mm Filling Assy 2L Aegis5-14 (Hit and Endo Test), Patheon Italia Spa",2NK,FF FILLING ASSEMBLIES,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111365,"1.6MM Filling Needles (Non-Irradiated), Patheon",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
PROSUT111365,"1.6mm Filling Needles (Non-Irradiated), Patheon",2NK,FF FILLING ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
SUT19625,1.6MM ID FILL SET,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B112379-I,1.6MM TRANSFER SET WIT,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B16538.01,"1.83M Tubing w/Tri-Clamps, Patheon Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1137601,1/2  TO 3/8 MOLDED C-FLEX GENERAL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19354,1/2 BIOPRENE SUM OUTLET ASSY 1/2 Bioprene SUM Outlet Assy,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B2153201,1/2 BRAIDED TUBING W/ 3/4 TC GENERAL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT11259,1/2 CFLEX EXTENSION AMGEN FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT11197,1/2 CFLEX F TO F ADAPTER AMGEN FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B110521I,1/2 CFLEX Y F/M ACDS 18 LEGS EA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B110680-I,"1/2 C-FLEX, 3/8 C-FLEX, PLUGS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B110521-I,"1/2 CFLEX,Y,F/M ACDS,18"" LEGS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT111798,"1/2'' Compounding Jumper Autoclavable (Non-Irradiated), Patheon",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19895,1/2 ID 7/8 OD AQG TO TC (10FT) 1/2 ID 7/8 OD AQG TO TC (10FT),2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B106152-I,1/2 ID ADVANTAFLEX INOC-W/ACD,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19940,1/2 ID BIOPRENE PUMP 1/2 ID Bioprene Pump,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19907,1/2 ID PHARMA 65 AQG TO TC 1/2 ID Pharma 65 AQG To TC,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT19823-N,"1/2'' ID Silicone W/ (1) 3/4'' SF, Eli Lilly",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT110669,1/2 ID TPE 4 TUBE ASSEMBLY 1/2 ID TPE 4 Tube Assembly,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19442,"1/2 ID TUBE EXTENSION, 10FT 1/2 ID Tube Extension, 10FT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19443,"1/2 ID TUBE EXTENSION, 30FT 1/2 ID Tube Extension, 30FT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19441,"1/2 ID TUBE EXTENSION, 5FT 1/2 ID Tube Extension, 5FT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT17002,"1/2'' LINE W/ 2X AQG AND SENSOR, ABBVIE IRELAND NL B.V.",37K,FLEXIBLE FINANCIAL ADJUSTMENT,FlexibleOther,FLEXIBLE SOLUTIONS
SUT19155,1/2 PUMP TUBING 1/2 Pump Tubing,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT110058,1/2 SAMPLING TEE FTA 1/2 Sampling Tee FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT110025,1/2 TPE WYE FTA 1/2 TPE WYE FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114171-I,1/2 TPE WYE TUBING ASSEMBL,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10250,"1/2'' Tubing w/Lynx &Tri-Clamp,ASTELLAS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT110023,1/2 X 1/4 REDUCING TPE FTA 1/2 X 1/4 Reducing TPE FTA,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114157-I,1/2 X 1/4 REDUCING TPE SET,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B111541-I,1/2 X 3/4 BARBED T WITH PLUGS,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22442.01,"1/2"" & 3/8"" TUBING W/FILTER",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31452.01,"1/2"" Braided Silicone 4-Way w/ AQG, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31389.21,"1/2"" Braided Silicone w/ AQG, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B10887.01,"1/2"" BRAIDED SILICONE W/PRESSURE TRANSDUCER & TRI-CLAMP, NOVEOME BIOTHERAPEUTICS",0EJ,TUBE SET,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B109713-I,"1/2"" CAP AND PLUG",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108832-I,"1/2"" C-FLEX EXT W/ ACDS, 20 FT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108176-I,"1/2"" C-FLEX F TO F ADAPTER",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31319.21,"1/2"" C-Flex w/ AQG, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT13362,"1/2"" C-Flex w/ Filling Bell, Wuxi Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT111798,"1/2"" COMPOUNDING JUMPER AUTOCLAVABLE (NON-IRRADIATED), PATHEON",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B24073.01,"1/2"" FILTER BANK ASSEMBLY, JUST-EVOTEC BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B19574.01,"1/2"" ID Advantaflex w/Presto & AQG'S, Brammer",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B10818.01,"1/2"" ID Advantaflex w/tri-clamp and Aseptic Connector, GSK",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT11388,"1/2"" ID C-FLEX CROSS W/ KLEENPAK, BIOMARIN PHARMACEUTICAL",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22444.01,"1/2"" ID C-FLEX KLEENPAK TO FILTER",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19598,"1/2"" ID C-FLEX W/ AQG, FUJIFILM DIOSYNTH BIOTECHNOLOGIES",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10543,"1/2"" ID C-FLEX W/AQG, FUJIFILM DIOSYNTH BIOTECH",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT15200,"1/2"" ID C-FLEX W/AQG, TUBE SET, FUJIFILM DIOSYNTH BIOTECHNOLOGIES",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1515.01,"1/2"" ID C-FLEX W/FILTER, BIOMARIN (Z1207)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT12931,"1/2"" ID C-Flex w/Y-Conn, Biomarin Pharmaceutical",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1495.02,"1/2"" ID C-FLEX WITH 0.2um FILTER 5"", BIOMARIN (Z1208)",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B21473.01,"1/2"" ID Line With AQG's, Brammer Bio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17808.01,"1/2"" ID Pressure Sensor, AQG, Brammer Bio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17810.01,"1/2"" ID Pump Element, AQG, Brammer Bio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT19567,"1/2"" ID PUMPSIL LINE, BIOTECHPHARMA",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B113389-I,"1/2"" ID SILICONE F OPTA TO AQG TUBE SET",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B1999.01,"1/2"" ID SILICONE TUBING W/ PALL ASEPTIC CONN. GENENTECH",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31202.21,"1/2"" ID TPE / AQG / Y-CONN, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT00136,"1/2"" Id Tpe 3 Way Connection  With Tri-Clamps, Thermo Fisher Scientific",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT10412,"1/2"" ID Tube Set w/Filter, Lonza Biologics",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B18433.01,"1/2"" ID Tube Set w/Lynx Connector, Lonza",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SUT112047,"1/2"" ID TUBESET LYNX S2S MALE TO AQG, PATHEON UK",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17988.01,"1/2"" ID TUBING JUMPER, CYTIVA",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B10562.01,"1/2"" ID TUBING W/AQG, SEQIRUS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B10815.01,"1/2"" ID TUBING W/READYMATE, GSK",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31083.02,"1/2"" ID X 3/4"" OD, TPE, EXTENSION LINESET, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31120.02,"1/2"" ID X 3/4"" OD, TPE, EXTENSION LINESET, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31286.01,"1/2"" ID X 3/4"" OD, TPE, Y SET, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B23742.01,"1/2"" ID Y TUBING ASSY W/AQG  TUA-IX-0.5""-0.3m-GG-TU, LONZA AG",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17804.01,"1/2"" ID, 36"" L Straight Flowpath, AQG, Brammer Bio",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSH31338.01,"1/2"" Mpx - Filter Manifold  - 1/2"" AQG , Standard Catalog Product",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15194.03,"1/2"" MPX MALE/FEMALE CONNECTOR, BIOMARIN MANUFACTURING IRELAND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15194.02,"1/2"" MPX MALE/FEMALE CONNECTOR, BIOMARIN MANUFACTURING IRELAND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B15194.01,"1/2"" MPX MALE/FEMALE CONNECTOR, BIOMARIN MANUFACTURING IRELAND",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114611-I,"1/2"" PUMP INSERT TUBING",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114612-I,"1/2"" PUMP INSERT TUBING",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31342.21,"1/2"" PUMP TUBING W/AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114613-I,"1/2"" PUMP TUBING WITH ASEPS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
HM00031-I,"1/2"" RECIRC TUBE SET",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SH3B16561.01,"1/2"" SAMPLING TEE LINE, PATHEON BIOLOGICS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31458.21,"1/2"" Silicone / AQG / Y-Conn, Standard",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B111430-I,"1/2"" TO 3/4"" MOLDED TUBE SET",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31328.01,"1/2"" TPE 6-WAY W/AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114582-I,"1/2"" TPE TUBING EXTENSION",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B114593-I,"1/2"" TPE TUBING EXTENSION,T",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31319.23,"1/2"" TPE W/ AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31319.21,"1/2"" TPE W/ AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B12802.01,"1/2"" TRANSFER ASSEMBLY, GENENTECH",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PROSUT112857,"1/2"" Tubeset 40"" C-Flex & Pharmed Bpt w/ AQG, Abbvie Ireland",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B17477.01,"1/2"" Tubing w/Quick Conns., Roche",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
HM00019-I,"1/2"" VENT LINE TS, 4080655",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
HM00015-I,"1/2"" WATER FILL TS, 4080758",2L8,HC IMPULSE MIXERS,HardwareConsumables,BEA
SH3B12379.01,"1/2"" Y Connection, Biken",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B108177-I,"1/2""(SIZE 87) PHARMED TBNG W/ACDS",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31326.01,"1/2"", TPE, 4-WAY W/ AQG, STANDARD CATALOG PRODUCT",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH31327.01,"1/2"", TPE, 5-WAY W/ AQG, STANDARD",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
B113493-I,"1/2""X3/4"" TUBING ASSEMBLY W.",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B5510.01,"1/2” Braided Silicone w/ Pressure Transducer & Tri-Clamps, Noveome",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B19368.01,"1/2” C-Flex & 1/2” Silicone Assembly, Bionovis",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B25074.01,"1/2” ID Tubing Jumper, (Non-Irradiated), Cytiva",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
155020,"1/2” x 3/4” C-Flex 082 IOPS (10465) 25 PK, Regeneron Pharmaceuticals",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
