sku number,sku name,product line code,product line name,cmr product line,sub platform
SH3B6449.02,"200L w/Quick Connects (CX5-14), Novo Nordisk",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31047.02,"200L W/QUICK CONNECTS RETROFIT AEGIS5-14, STANDARD",37O,HC BEA,HardwareConsumables,BEA
SH3B16590.01,"200L w/Sample Bag (CX5-14), Biocon Biopharmaceutical",2JE,GENERAL 2D,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1542701,200L W/VENT FILTER 200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1021001,200L W/VENT FILTER 200L,2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B5611.03,"200L WASTE COLLECTION, VARICELLA W/ RECIRC, MERCK",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B4916.03,"200L with Bottom Drain, CX5-14, Lotte Biologics",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B17657.01,"200L With Tri-Clamps, Biocon Biopharmaceutical",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30964.03,"200L, AEGIS5-14, STANDARD CATALOG PRODUCT",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B7863.01,"200L, BIOCON",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT111754,"200L, BOTTOM DRAIN, AEGIS5-14, BAXTER PHARMACEUTICALS SOLUTIONS",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT18984,"200L, Bottom Drain, For Conecraft Container, AEGIS5-14, Janssen",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
PROLT3B1359.01,"200L, Top Drain, Aegis5-14 -, Amptec Gmbh",2MH,PRODUCTAINER BPC,3DBioProcessContainers,FLEXIBLE SOLUTIONS
5856M,200L/1LX5 PE II WET BF BAG,2MD,2D MANIFOLD,3DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31053.02,"200LSUM5:1w/Probe&PowderPort(Aegis),STND",2L7,HC HYPERFORMA SUM,HardwareConsumables,BEA
SH3B8023.01,"200M FILTER ASSEMBLY, BIOMARIN",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
642011-0640,2019-2000 2L PETGBTL W/CLOSURE EACH,2JY,BA20 PETG SQUARE,BioproductionContainments,RIGID SOLUTIONS
642005-0750,2019-2000 Pre-cleaned,4HV,PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
20-400WS-3,20-400 POLYPRO CAP W PTFE SILI EACH,2DI,BA90 CUSTOM PRODUCTION BOTTLES,BioproductionContainments,RIGID SOLUTIONS
SV50177.348,20A/125V NEMA 5-20P FIELD WIREABLE ELECTRICAL PLUG,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B12297.01,"20-Branch Manifold W/AQG, Biogen IDEC",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B12336.01,"20-Branch Manifold, Biogen",2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
PL3B0065.01,"20L (Labtainer Pro), AEGIS5-14, SAB Biotherapeutics",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
F100-2545-001,20L 20L,37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B8787.02,"20L 2D Labtainer™, Asahi Kasei Pharma",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B110966-I,20L BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B117904-I,20L BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B114125-I,20L BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B116871-I,20L BAG (PLUG-QC),2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
146064,"20L Bag w/ 2 Ports, BTG Israel",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17882,"20L Bag w/ AQG, AEGIS5-14, Bristol Myers Squibb",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B103754-I,20L BAG W/LS17 C-FLEX,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
159982,"20L BAG, 2 PORTS, W/ TC FIT",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B14334.03,"20L Base Bag, CX5-14, Seqirus",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17044,"20L Bottle Assembly, CSL Behring",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SUT10014,"20L BOTTLE, PC",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
SH3B12197.01,20L BPC modified,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1956.01,"20L BUFFER BAG W/FILTER (MM#108505), CX5-14, JANSSEN",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15471.01,"20L BUFFER BAG W/FILTER, AEGIS5-14, MM# 831878, JANSSEN",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1995.01,"20L BUFFER BAG, CX5-14, GENZYME (FLANDERS)",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT12826,20L CARBOY ASSEMBLY,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH3B22195.01,"20L Cateye Labtainer, AEGIS5-14 15 Pack, Abbvie Biotechnology",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B101384-I,"20L CELL BANK BAG, 28 EVA",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
91-600-160,20L EVA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
4742B,20L EVA EMPTY STERILE BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1899.03,"20L FACE PORTED PILLOW W/ END PLUGS, JANSSEN",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
,20L HANGING BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B111364-I,20L HOLD BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15160,20L LABT W/ 1X 100ML LABT MANF,2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
HYCSH3B12123.01,20L labtainer,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSUT112391,"20L Labtainer  Recirculation Loop CX5-14, Zoetis",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071303,"20L LABTAINER  W/ LUERS, CX5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15272.01,"20L Labtainer (500040710) (Non-Irradiated), Becton Dickinson",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B12099.01,"20L Labtainer (AEGIS5-14), IOPS (10501), Regeneron",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B19145.01,"20L Labtainer (Aegis5-14), Mesoblast",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15266.02,"20L Labtainer (Aegis5-14), Vive Biotech",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B16470.01,"20L LABTAINER (CX5-14), V116-22, MSD",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11440.01,"20L LABTAINER (INTEGRITY TEST), GSK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B19647.01,"20L Labtainer (Integrity Testing), Glaxosmithkline",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18138.02,"20L Labtainer (P3), Avexis",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31260.03,"20L LABTAINER , CX5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1021102,20L LABTAINER 20L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT16670,20L LABTAINER 20L Labtainer,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10278,"20L Labtainer Addition Bags (CX5-14), Biogen",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13060.03,"20L Labtainer Assembly, CX5-14, Seqirus",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15039,"20L LABTAINER MANIFOLD, AEGIS5-14, TAKEDA ELAPRASE",2MD,2D MANIFOLD,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL3B0389.01,"20L Labtainer Pro Manifold w/5L Bottles, Aegis5-14 , Eli Lilly",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
PROPL3B0389.01,"20L Labtainer Pro Manifold W/5L Bottles, AEGIS5-14, Eli Lilly & Co",2FO,BOTTLE ASSEMBLY CUSTOM,BottleAssemblies,RIGID SOLUTIONS
PL3B0388.01,"20L Labtainer Pro, 4 Ports, CX5-14, Tabuk Pharmaceuticals",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL3B0167.01,"20L Labtainer Pro, Aegis5-14, Brammer",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROPL3B0360.01,"20L LABTAINER PRO, AEGIS5-14, Fujifilm Diosynth Biotech",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL3B0027.01,"20L Labtainer Pro, AEGIS5-14, Patheon",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL3B0384.01,"20L Labtainer Pro, AEGIS5-14, Sparks Therapeutics",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROPL30026.14,"20L Labtainer Pro, Aegis5-14, Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30026.14,"20L Labtainer Pro, Aegis5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30022.14,"20L Labtainer Pro, AEGIS5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30024.14,"20L Labtainer Pro, AEGIS5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30023.14,"20L Labtainer Pro, AEGIS5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30026.04,"20L Labtainer Pro, Aegis5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30021.14,"20L Labtainer Pro, AEGIS5-14, Standard Catalog Product",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30011.14,"20L Labtainer Pro, CX5-14 3P EP AQG",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30011.14,"20L Labtainer Pro, CX5-14 Standard, Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30013.04,"20L Labtainer Pro, CX5-14, (Integrity Test) Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL3B0103.01,"20L Labtainer Pro, CX5-14, Biomarin",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30010.14,"20L Labtainer Pro, CX5-14, Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30012.14,"20L Labtainer Pro, CX5-14, Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PL30013.14,"20L Labtainer Pro, CX5-14, Standard, Standard",2JD,LABTAINER PRO,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B4538.04,"20L Labtainer W / Luer Locks & End Plugs, Sanofi Aventis",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071403,20L LABTAINER W LUERS & CPCS 20L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31295.03,"20L LABTAINER W/ 3/8"" TPE, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18915.01,"20L Labtainer w/ AQG & AQS S2D-I-20L-0-0-0, AEGIS5-14, Lonza",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT00088.04,"20L Labtainer w/ AQG, AEGIS5-14, Standard Catalog Product",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1851.03,20L LABTAINER W/ ASEPTIC CONN. AND SANITARY T/C FITTINGS - PFIZER,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B0664.03,"20L LABTAINER W/ END PLUGS CX5-14 FILM, LONZA",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B3420.02,"20L LABTAINER W/ KLEENPAK CONN., SANOFI",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31049.03,"20L LABTAINER W/ LUERS, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1478.01,"20L LABTAINER W/ LYNX CONN, CX5-14, BAXTER",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B3620.01,"20L LABTAINER W/ MILLIPAK 200 FILTER, CX5-14, AUXILIUM PHARMACEUTICALS",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15514.01,"20L Labtainer W/ Quick Connects, Lonza Biologics Porrino",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH30963.03,"20L LABTAINER W/ QUICK CONNS, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6052.01,"20L LABTAINER w/ RECIRCULATION LOOP & LYNX CONNECTOR, ZOETIS",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
142200,"20L LABTAINER w/(3) 1/4"" ports, CX5-14, MICROBIX",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B20480.01,"20L Labtainer w/2X Face Ports, CX5-14, Promega",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B10507.01,"20L LABTAINER W/AQC FEMALE & MOC MALE, CX5-14, KAMADA",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18532.04,"20L Labtainer w/AQG Aegis5-14, Pfizer",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13684.01,"20L labtainer w/AQG, Chugai",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15031.01,"20L Labtainer w/AQG, CX5-14, Brammer Bio",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1133.05,"20L Labtainer w/End Plugs (CX5-14), Merck",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B17501.02,"20L LABTAINER W/END PLUGS, AEGIS5-14, GSK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13811.02,"20L Labtainer w/Filter & AQG, AEGIS5-14, Pfizer (Sanford)",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B7023.01,"20L Labtainer w/Filter, CX5-14, Lonza",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11813.01,"20L LABTAINER W/GE READYMATE, BRISTOL SQUIBB",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B7347.01,"20L Labtainer w/KPC, PressureSensor, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B7356.01,"20L Labtainer w/Millipak100, EndCap, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17720,"20L LABTAINER W/QUICK CONNECTS, AEGIS5-14, KRIYA THERAPEUTICS",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10535,"20L Labtainer w/Quick Connects, AEGIS5-14, Sexton Biotechnologies",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15151,"20L Labtainer w/Quick Connects, CX5-14, Promega",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15664.01,"20L Labtainer w/SF, CX5-14, Wavelife Sciences",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1393802,20L LABTAINER W/SMARTSITE 20L,2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
CH3A431.02,"20L LABTAINER WITH 4"" OPTICAP XL FILTER CX5-14, NOVARTIS SANDOZ KUNDL",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT110429,"20L Labtainer With End Plug, Aegis5-14 , Merck Sharp & Dohme Corp",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1489.02,"20L Labtainer with Kleenpak Filter, CX5-14, Pfizer",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B3386.01,"20L LABTAINER WITH QUICK CONNECTS, CX5-14, RICHTER HELM",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSUT112649,"20L Labtainer, Aegis5-14  , Amgen Cambridge",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT113338,"20L Labtainer, AEGIS5-14 (Integrity Test), Sanofi Winthrop Industrie",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15969,"20L LABTAINER, AEGIS5-14, ELI LILLY",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT110532,"20L Labtainer, Aegis5-14, Gemini Bioproducts",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11884.01,"20L Labtainer, AEGIS5-14, IOPS (10321), Regeneron Pharmaceuticals",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT16765,"20L Labtainer, AEGIS5-14, KBI Biopharma",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSUT112076,"20L Labtainer, Aegis5-14, Lonza Biologics Plc",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17654,"20L Labtainer, AEGIS5-14, Patheon Italia Spa",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31294.03,"20L LABTAINER, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31266.03,"20L LABTAINER, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH31005.03,"20L LABTAINER, AEGIS5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6164.03,"20L LABTAINER, AVECIA",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B16623.01,"20L Labtainer, Biocon",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSUT110581,"20L Labtainer, CX5-14, Bilthoven Biologicals",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT10850,"20L LABTAINER, CX5-14, GENZYME",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B0174.02,"20L Labtainer, CX5-14, Glaxosmithkline (GSK) BE",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROLT3B0164.01,"20L Labtainer, CX5-14, Life Technology (MSD Ireland)",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6605.01,"20L LABTAINER, CX5-14, NOVO NORDISK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT17916,"20L Labtainer, CX5-14, Patheon Manufacturing",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3071403,"20L LABTAINER, CX5-14, STANDARD CATALOG PRODUCT",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11329.02,"20L LABTAINER, ENDO PHARMACEUTICALS",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSH3B23533.01,"20L Labtainer, Filtration Rig, Aegis5-14, Valneva Scotland",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B23533.01,"20L LABTAINER, FILTRATION RIG, AEGIS5-14, VALNEVA SCOTLAND",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B18096.03,"20L Labtainer, Genzyme",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B1405.02,"20L LABTAINER, INTERVET (031407)",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6397.01,"20L Labtainer, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B13256.01,"20L Labtainer, JCR",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B24022.01,"20L Labtainer, KBI Biopharma",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B12747.01,"20L Labtainer, KBI Biopharma",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B2263.04,"20L Labtainer, MERCK",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15985.04,"20L Labtainer, Oncorus",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT15531,"20L LABTAINER, W/AQG, AEGIS5-14, JANSSEN BIOTECH",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B0815.02,"20L Labtainers with Filter, CX5-14, Glaxosmithkline (GSK) BE",2JC,LABTAINER,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT16486,20L MEDIA BAG,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B11023.03,"20L MEDIA BAG CX5-14, TOLMAR",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
PROSH3B9555.01NI,"20L MEDIA BAG, CX5-14, NON-IRRADIATED, Seqirus",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B15784.01,"20L Media Preculture Wavebag W/Aseptiquik, Janssen",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
B107977-I,"20L MULTI-PRPSE BAG, 26/77",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
B119751-I,20L PBS BIOCONTAINER,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
642007-0320,"20L PC BIOTAIN, W/O LABEL, ST, LP",2K9,BB30 STERILE CARBOYS,BioproductionContainments,RIGID SOLUTIONS
3423-99,"20L PC BIOTAINER, NON-STRL, LP",2JW,BA10 PC BIOTAINERS,BioproductionContainments,RIGID SOLUTIONS
SUT19899,20L PC BOTTLE 20L PC Bottle,2F4,BOTTLE ASSEMBLY STANDARD,BottleAssemblies,RIGID SOLUTIONS
SUT10846,"20L Pillow Bag (Aegis5-14), Takeda Pharmaceutical",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT14174,"20L PILLOW BAG, 26/77 PE",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT18505,"20L Pupsit Assembly, MPGL10CF3, Aegis5-14 , Brammer",2NM,FF FILTER ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
SUT110488,"20L PUPSIT ASSEMBLY, SARTOPORE 2, AEGIS5-14, BRAMMER",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
PROSUT110488,"20L PUPSIT ASSEMBLY, SARTOPORE 2, AEGIS5-14, Brammer",2L5,HC HYPERFORMA SUB,HardwareConsumables,BEA
SUT18748,"20L Pupsit Assembly, SI1M142A7, AEGIS5-14, Brammer",2NM,FF FILTER ASSEMBLIES,FillFinish,FLEXIBLE SOLUTIONS
SUT00010,20L ROCKER SUB SUB,37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH30980.03,"20L ROCKER SUB, 5-PORT, AEGIS5-14, STANDARD CATALOG PRODUCT",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B17376.01,"20L Rocker SUB, 7-Port, AEGIS5-14, Patheon Biologics",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SUT18404,"20L ROCKER SUB, AEGIS5-14, ALVOTECH ICELAND",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SUT111327,"20L Rocker SUB, AEGIS5-14, Fujifilm Diosynth Biotechnologies",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SUT16538,"20L Rocker SUB, AEGIS5-14, Janssen",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B24521.01,"20L Rocker SUB, AEGIS5-14, Janssen Biotech",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH31187.02,"20L ROCKER SUB, AEGIS5-14, STANDARD CATALOG PRODUCT",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B14655.01,"20L Rocking Bioreactor With AQG, (51338-01) AEGIS5-14, Biogen IDEC",37Q,HC HYPERFORMA ROCKER,HardwareConsumables,BEA
SH3B6513,"20L STANDARD SCD BAG, 15/CS 4L<50L",2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SUT19479,20L STOPPER ASSEMBLY 20L Stopper Assembly,2NJ,FTA,FluidTransferAssemblies,FLEXIBLE SOLUTIONS
SH30963-03,20L Storage bag,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B6522,"20L TANK LINER, 20/CS 20 PACK",2MJ,3D TANK LINERS,2DBioProcessContainers,FLEXIBLE SOLUTIONS
SH3B5578-02,20L w/ QC & Sample Line,2JE,GENERAL 2D,2DBioProcessContainers,FLEXIBLE SOLUTIONS
